TYPE_ETABLISSEMENT_ANNEE_SCOLAIRE;LIBELLE_ETABLISSEMENT;ADRESSE;ARRONDISSEMENT;CODE_INSEE NUMBER;ANNEE_SCOLAIRE;TYPE_ETABLISSEMENT;GEO_SHAPE;GEO_POINT_2D
MATERNELLES (année scolaire 2022/2023);BERCY (167) MAT;167 RUE DE BERCY;12ème Ardt;75112;2022-2023;Maternelle;"{""coordinates"": [2.375238551801449, 48.84260745086261], ""type"": ""Point""}";48.84260745086261, 2.375238551801449
MATERNELLES (année scolaire 2022/2023);BELZUNCE (3) POLY;3 RUE DE BELZUNCE;10ème Ardt;75110;;Polyvalent;"{""coordinates"": [2.352834090670799, 48.87919121558662], ""type"": ""Point""}";48.87919121558662, 2.352834090670799
MATERNELLES (année scolaire 2022/2023);MONTEMPOIVRE (16) POLY;16 RUE DE MONTEMPOIVRE;12ème Ardt;75112;;Polyvalent;"{""coordinates"": [2.407014351230721, 48.840138661603454], ""type"": ""Point""}";48.840138661603454, 2.407014351230721
MATERNELLES (année scolaire 2022/2023);PROCESSION (66) MAT;66 RUE DE LA PROCESSION;15ème Ardt;75115;2022-2023;Maternelle;"{""coordinates"": [2.3094299820039836, 48.836574140344055], ""type"": ""Point""}";48.836574140344055, 2.3094299820039836
MATERNELLES (année scolaire 2022/2023);EMERIAU (16) MAT;16 RUE EMERIAU;15ème Ardt;75115;2022-2023;Maternelle;"{""coordinates"": [2.2878572112055, 48.85134348418134], ""type"": ""Point""}";48.85134348418134, 2.2878572112055
MATERNELLES (année scolaire 2022/2023);AUBERVILLIERS (132) MAT;132 RUE D'AUBERVILLIERS;19ème Ardt;75119;2022-2023;Maternelle;"{""coordinates"": [2.3693696822056296, 48.89194768694661], ""type"": ""Point""}";48.89194768694661, 2.3693696822056296
MATERNELLES (année scolaire 2022/2023);PATAY (20) MAT;20 RUE DE PATAY;13ème Ardt;75113;2022-2023;Maternelle;"{""coordinates"": [2.3756651937327735, 48.82499118863887], ""type"": ""Point""}";48.82499118863887, 2.3756651937327735
MATERNELLES (année scolaire 2022/2023);RICHARD LENOIR (13) MAT;13 BOULEVARD RICHARD LENOIR;11ème Ardt;75111;2022-2023;Maternelle;"{""coordinates"": [2.3699973243979224, 48.85603881482629], ""type"": ""Point""}";48.85603881482629, 2.3699973243979224
MATERNELLES (année scolaire 2022/2023);EMILE LEPEU (44) MAT;44 RUE EMILE LEPEU;11ème Ardt;75111;2022-2023;Maternelle;"{""coordinates"": [2.3882253908830355, 48.856683261395006], ""type"": ""Point""}";48.856683261395006, 2.3882253908830355
MATERNELLES (année scolaire 2022/2023);PIERRE BULLET (4) MAT;4 RUE PIERRE BULLET;10ème Ardt;75110;2022-2023;Maternelle;"{""coordinates"": [2.3580988526489848, 48.87156857990447], ""type"": ""Point""}";48.87156857990447, 2.3580988526489848
MATERNELLES (année scolaire 2022/2023);LITTRE (6) MAT;6 RUE LITTRE;6ème Ardt;75106;2022-2023;Maternelle;"{""coordinates"": [2.323773103790429, 48.84564322059343], ""type"": ""Point""}";48.84564322059343, 2.323773103790429
MATERNELLES (année scolaire 2022/2023);LACORDAIRE (5) MAT;5 RUE LACORDAIRE;15ème Ardt;75115;2022-2023;Maternelle;"{""coordinates"": [2.284436119000751, 48.844068637365275], ""type"": ""Point""}";48.844068637365275, 2.284436119000751
MATERNELLES (année scolaire 2022/2023);MENILMONTANT (10) MAT;10 RUE DE MENILMONTANT;20ème Ardt;75120;2022-2023;Maternelle;"{""coordinates"": [2.384198062869916, 48.86725402416087], ""type"": ""Point""}";48.86725402416087, 2.384198062869916
MATERNELLES (année scolaire 2022/2023);JEAN-BAPTISTE CLEMENT (4) MAT;4 PLACE JEAN BAPTISTE CLEMENT;18ème Ardt;75118;2022-2023;Maternelle;"{""coordinates"": [2.33905967335306, 48.88651853117661], ""type"": ""Point""}";48.88651853117661, 2.33905967335306
MATERNELLES (année scolaire 2022/2023);VANEAU (48) MAT;48 RUE VANEAU;7ème Ardt;75107;2022-2023;Maternelle;"{""coordinates"": [2.3191643703035774, 48.85120382889964], ""type"": ""Point""}";48.85120382889964, 2.3191643703035774
MATERNELLES (année scolaire 2022/2023);MANIN (34) MAT;34 RUE MANIN;19ème Ardt;75119;2022-2023;Maternelle;"{""coordinates"": [2.389431821536466, 48.883500008329804], ""type"": ""Point""}";48.883500008329804, 2.389431821536466
MATERNELLES (année scolaire 2022/2023);BRUXELLES (34) MAT;34 RUE DE BRUXELLES;9ème Ardt;75109;2022-2023;Maternelle;"{""coordinates"": [2.3286838662964278, 48.882973714173346], ""type"": ""Point""}";48.882973714173346, 2.3286838662964278
MATERNELLES (année scolaire 2022/2023);MARCADET (29) MAT;29 RUE MARCADET;18ème Ardt;75118;2022-2023;Maternelle;"{""coordinates"": [2.352811098401421, 48.890330350988556], ""type"": ""Point""}";48.890330350988556, 2.352811098401421
MATERNELLES (année scolaire 2022/2023);TRAVERSIERE (41) MAT;41 RUE TRAVERSIERE;12ème Ardt;75112;2022-2023;Maternelle;"{""coordinates"": [2.3732439603398956, 48.847630956396955], ""type"": ""Point""}";48.847630956396955, 2.3732439603398956
MATERNELLES (année scolaire 2022/2023);MADAME (40) MAT;40 RUE MADAME;6ème Ardt;75106;2022-2023;Maternelle;"{""coordinates"": [2.3316188351297815, 48.84914349557892], ""type"": ""Point""}";48.84914349557892, 2.3316188351297815
MATERNELLES (année scolaire 2022/2023);MAURICE GENEVOIX (3) POLY;3 RUE MAURICE GENEVOIX;18ème Ardt;75118;;Polyvalent;"{""coordinates"": [2.3604653249850376, 48.8944552684476], ""type"": ""Point""}";48.8944552684476, 2.3604653249850376
MATERNELLES (année scolaire 2022/2023);TOMBE ISSOIRE (77) MAT;77 RUE DE LA TOMBE ISSOIRE;14ème Ardt;75114;2022-2023;Maternelle;"{""coordinates"": [2.332824268437374, 48.82812131962506], ""type"": ""Point""}";48.82812131962506, 2.332824268437374
MATERNELLES (année scolaire 2022/2023);OUEST (13) MAT;13 RUE DE L'OUEST;14ème Ardt;75114;2022-2023;Maternelle;"{""coordinates"": [2.3219948070797694, 48.83719803947304], ""type"": ""Point""}";48.83719803947304, 2.3219948070797694
MATERNELLES (année scolaire 2022/2023);ST BERNARD (39) MAT;39 RUE SAINT BERNARD;11ème Ardt;75111;2022-2023;Maternelle;"{""coordinates"": [2.3805645675256004, 48.85320559126304], ""type"": ""Point""}";48.85320559126304, 2.3805645675256004
MATERNELLES (année scolaire 2022/2023);BAYEN (56) MAT;56 RUE BAYEN;17ème Ardt;75117;2022-2023;Maternelle;"{""coordinates"": [2.29011418073213, 48.88354990061472], ""type"": ""Point""}";48.88354990061472, 2.29011418073213
MATERNELLES (année scolaire 2022/2023);GRANGE BATELIERE (11) MAT;11 RUE DE LA GRANGE BATELIERE;9ème Ardt;75109;2022-2023;Maternelle;"{""coordinates"": [2.34206379278396, 48.87301747146782], ""type"": ""Point""}";48.87301747146782, 2.34206379278396
MATERNELLES (année scolaire 2022/2023);BOIS (2) MAT;2 RUE DES BOIS;19ème Ardt;75119;2022-2023;Maternelle;"{""coordinates"": [2.395828176734433, 48.87764997219968], ""type"": ""Point""}";48.87764997219968, 2.395828176734433
MATERNELLES (année scolaire 2022/2023);PALIKAO (32) MAT;32 RUE DE PALI KAO;20ème Ardt;75120;2022-2023;Maternelle;"{""coordinates"": [2.38220604542203, 48.87041528652725], ""type"": ""Point""}";48.87041528652725, 2.38220604542203
MATERNELLES (année scolaire 2022/2023);GUTENBERG (72) MAT;72 RUE GUTENBERG;15ème Ardt;75115;2022-2023;Maternelle;"{""coordinates"": [2.278600402781948, 48.841378660694225], ""type"": ""Point""}";48.841378660694225, 2.278600402781948
MATERNELLES (année scolaire 2022/2023);BESLAY (2) MAT;2 PASSAGE BESLAY;11ème Ardt;75111;2022-2023;Maternelle;"{""coordinates"": [2.373467183874624, 48.863000845893396], ""type"": ""Point""}";48.863000845893396, 2.373467183874624
MATERNELLES (année scolaire 2022/2023);MIOLLIS (33) MAT;33 RUE MIOLLIS;15ème Ardt;75115;2022-2023;Maternelle;"{""coordinates"": [2.3024634736345475, 48.84541510740262], ""type"": ""Point""}";48.84541510740262, 2.3024634736345475
MATERNELLES (année scolaire 2022/2023);VOLONTAIRES (17) MAT;17 RUE DES VOLONTAIRES;15ème Ardt;75115;2022-2023;Maternelle;"{""coordinates"": [2.307453230084538, 48.84233015577324], ""type"": ""Point""}";48.84233015577324, 2.307453230084538
MATERNELLES (année scolaire 2022/2023);ROCHECHOUART (22) MAT;22 RUE DE ROCHECHOUART;9ème Ardt;75109;2022-2023;Maternelle;"{""coordinates"": [2.3449525194534546, 48.8777638014423], ""type"": ""Point""}";48.8777638014423, 2.3449525194534546
MATERNELLES (année scolaire 2022/2023);GAMBETTA (29) MAT;29 AVENUE GAMBETTA;20ème Ardt;75120;2022-2023;Maternelle;"{""coordinates"": [2.3918273371242567, 48.86409376538629], ""type"": ""Point""}";48.86409376538629, 2.3918273371242567
MATERNELLES (année scolaire 2022/2023);SURMELIN (18) MAT;18 RUE DU SURMELIN;20ème Ardt;75120;2022-2023;Maternelle;"{""coordinates"": [2.4031726014336607, 48.86793592440649], ""type"": ""Point""}";48.86793592440649, 2.4031726014336607
MATERNELLES (année scolaire 2022/2023);ST ANGE (14) MAT;14 PASSAGE SAINT ANGE;17ème Ardt;75117;2022-2023;Maternelle;"{""coordinates"": [2.3274317101488444, 48.89657309007504], ""type"": ""Point""}";48.89657309007504, 2.3274317101488444
