Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
4890;BRETONNEAU (12) MAT;12 RUE BRETONNEAU;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.403113236197998, 48.867556140298355], ""type"": ""Point""}";48.867556140298355, 2.403113236197998
4892;CUGNOT (30) POLY;30 RUE CUGNOT;18ème Ardt;75118;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3645871569749612, 48.892715722912946], ""type"": ""Point""}";48.892715722912946, 2.3645871569749612
4892;SIMON BOLIVAR (119) ELEM A;119 AVENUE SIMON BOLIVAR (EC.B;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.374187395474631, 48.87983801495678], ""type"": ""Point""}";48.87983801495678, 2.374187395474631
4892;PONTOISE (21) ELEM;21 RUE DE PONTOISE;5ème Ardt;75105;2022-2023;ELE;;;;;"{""coordinates"": [2.351264112994486, 48.84874986089501], ""type"": ""Point""}";48.84874986089501, 2.351264112994486
COLLEGES (année scolaire 2022/2023);SUZANNE LACORE;149 BOULEVARD MACDONALD;19ème Ardt;75119;2022-2023;Collège;;;;;"{""coordinates"": [2.3788765489694663, 48.898608723283154], ""type"": ""Point""}";48.898608723283154, 2.3788765489694663
COLLEGES (année scolaire 2022/2023);ANDRE CITROEN;208 RUE SAINT-CHARLES;15ème Ardt;75115;2022-2023;Collège;;;;;"{""coordinates"": [2.2785902524445145, 48.838859569842995], ""type"": ""Point""}";48.838859569842995, 2.2785902524445145
4892;COMPANS (106) ELEM A;106 RUE COMPANS;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.389781418436631, 48.880385546568775], ""type"": ""Point""}";48.880385546568775, 2.389781418436631
4890;BLANCHE (9 B) MAT;9 bis RUE BLANCHE;9ème Ardt;75109;2022-2023;MAT;;;;;"{""coordinates"": [2.3317475456180112, 48.87806920782908], ""type"": ""Point""}";48.87806920782908, 2.3317475456180112
4890;BUFFON (15 B) MAT;15 bis RUE BUFFON;5ème Ardt;75105;2022-2023;MAT;;;;;"{""coordinates"": [2.3618682408825737, 48.842546607106094], ""type"": ""Point""}";48.842546607106094, 2.3618682408825737
4890;MERLIN (14) MAT;14 RUE MERLIN;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.3858426019030787, 48.860003027234214], ""type"": ""Point""}";48.860003027234214, 2.3858426019030787
4890;ST BERNARD (39) MAT;39 RUE SAINT BERNARD;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.3805645675256004, 48.85320559126304], ""type"": ""Point""}";48.85320559126304, 2.3805645675256004
4892;PROVIDENCE (7) ELEM B;7 RUE DE LA PROVIDENCE;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.3486871261789273, 48.82543046311987], ""type"": ""Point""}";48.82543046311987, 2.3486871261789273
4892;COLONEL MOLL (16) ELEM;16 RUE DU COLONEL MOLL;17ème Ardt;75117;2022-2023;ELE;;;;;"{""coordinates"": [2.2901010627457095, 48.87801285587208], ""type"": ""Point""}";48.87801285587208, 2.2901010627457095
4892;ROUELLE (25) ELEM;25 RUE ROUELLE;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.2873973804104635, 48.85042161897221], ""type"": ""Point""}";48.85042161897221, 2.2873973804104635
4890;COURONNES (94) MAT;94 RUE DES COURONNES;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.3876725121646776, 48.870420609539615], ""type"": ""Point""}";48.870420609539615, 2.3876725121646776
4890;PARMENTIER (111) MAT;111 AVENUE PARMENTIER;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.3723859656490562, 48.86793494762904], ""type"": ""Point""}";48.86793494762904, 2.3723859656490562
4892;MILTON (5) POLY;5 RUE MILTON;9ème Ardt;75109;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.340562813126252, 48.87734792111272], ""type"": ""Point""}";48.87734792111272, 2.340562813126252
4892;TRUFFAUT (15) POLY;15 RUE TRUFFAUT;17ème Ardt;75117;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.322540242614652, 48.88493024951725], ""type"": ""Point""}";48.88493024951725, 2.322540242614652
4892;BARBANEGRE (7) ELEM B;7 RUE BARBANEGRE;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.382861773109085, 48.89213866778307], ""type"": ""Point""}";48.89213866778307, 2.382861773109085
4892;MAURICE ROUVIER (8) ELEM;8 RUE MAURICE ROUVIER;14ème Ardt;75114;2022-2023;ELE;;;;;"{""coordinates"": [2.3098026721213376, 48.83114136955225], ""type"": ""Point""}";48.83114136955225, 2.3098026721213376
4890;EUPATORIA (15) MAT;15 RUE D'EUPATORIA;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.3873358677106116, 48.86889592379885], ""type"": ""Point""}";48.86889592379885, 2.3873358677106116
4890;EUGENIE COTTON (20) MAT;20 RUE EUGENIE COTTON;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.3950411328645584, 48.87880036365956], ""type"": ""Point""}";48.87880036365956, 2.3950411328645584
4892;VERTUS (8) ELEM;8 RUE DES VERTUS;3ème Ardt;75103;2022-2023;ELE;;;;;"{""coordinates"": [2.3578727079980313, 48.864164450013334], ""type"": ""Point""}";48.864164450013334, 2.3578727079980313
4892;ST CHARLES (197) ELEM;197 RUE SAINT CHARLES;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.2801710195474265, 48.84028793767265], ""type"": ""Point""}";48.84028793767265, 2.2801710195474265
4890;GUTENBERG (72) MAT;72 RUE GUTENBERG;15ème Ardt;75115;2022-2023;MAT;;;;;"{""coordinates"": [2.278600402781948, 48.841378660694225], ""type"": ""Point""}";48.841378660694225, 2.278600402781948
4890;JONGKIND (3) MAT;3 RUE JONGKIND;15ème Ardt;75115;2022-2023;MAT;;;;;"{""coordinates"": [2.2796129979538935, 48.83926395142047], ""type"": ""Point""}";48.83926395142047, 2.2796129979538935
4890;EMILE DUPLOYE (27) MAT;27 RUE EMILE DUPLOYE;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.355140425492895, 48.889900240270194], ""type"": ""Point""}";48.889900240270194, 2.355140425492895
4890;ST JACQUES (242) MAT;242 RUE SAINT JACQUES;5ème Ardt;75105;2022-2023;MAT;;;;;"{""coordinates"": [2.341796448092999, 48.84408614987625], ""type"": ""Point""}";48.84408614987625, 2.341796448092999
4892;GUSTAVE ROUANET (7) ELEM;7 RUE GUSTAVE ROUANET;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.3403163219867738, 48.896314757756535], ""type"": ""Point""}";48.896314757756535, 2.3403163219867738
4892;PRISSE D'AVENNES (5) ELEM;5 RUE PRISSE D'AVENNES;14ème Ardt;75114;2022-2023;ELE;;;;;"{""coordinates"": [2.328290185878548, 48.82511885826271], ""type"": ""Point""}";48.82511885826271, 2.328290185878548
4892;CHAMPIONNET (7) ELEM;7 RUE CHAMPIONNET;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.352078967239756, 48.8951291384835], ""type"": ""Point""}";48.8951291384835, 2.352078967239756
COLLEGES (année scolaire 2022/2023);HELENE BOUCHER;75 COURS DE VINCENNES;20ème Ardt;75120;2022-2023;Collège;;;;;"{""coordinates"": [2.4069675330447433, 48.84781843548246], ""type"": ""Point""}";48.84781843548246, 2.4069675330447433
4892;ST MAUR (200) ELEM;200 RUE SAINT MAUR;10ème Ardt;75110;2022-2023;ELE;;;;;"{""coordinates"": [2.3716848483262667, 48.87223208176609], ""type"": ""Point""}";48.87223208176609, 2.3716848483262667
COLLEGES (année scolaire 2022/2023);GEORGES ROUAULT;3 RUE DU NOYER-DURAND;19ème Ardt;75119;2022-2023;Collège;;;;;"{""coordinates"": [2.3990770619653667, 48.88660919266352], ""type"": ""Point""}";48.88660919266352, 2.3990770619653667
COLLEGES (année scolaire 2022/2023);HONORE DE BALZAC;118 BOULEVARD BESSIERES;17ème Ardt;75117;2022-2023;Collège;;;;;"{""coordinates"": [2.3154768243409674, 48.89553072920293], ""type"": ""Point""}";48.89553072920293, 2.3154768243409674
4890;ST LUC (3) MAT;3 RUE SAINT LUC;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.354178637766867, 48.88563541815778], ""type"": ""Point""}";48.88563541815778, 2.354178637766867
4890;JACQUES HILLAIRET (40) MAT;40 RUE JACQUES HILLAIRET;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.3888485218292668, 48.84312589825902], ""type"": ""Point""}";48.84312589825902, 2.3888485218292668
4892;VAUVENARGUES (50) ELEM;50 RUE VAUVENARGUES;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.331632220240775, 48.895321103349815], ""type"": ""Point""}";48.895321103349815, 2.331632220240775
4892;BELLEVILLE (236) ELEM;236 RUE DE BELLEVILLE;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.3981829889288093, 48.87535879101553], ""type"": ""Point""}";48.87535879101553, 2.3981829889288093
COLLEGES (année scolaire 2022/2023);DANIEL MAYER;2 PLACE HEBERT;18ème Ardt;75118;2022-2023;Collège;;;;;"{""coordinates"": [2.363861812299952, 48.893141293813464], ""type"": ""Point""}";48.893141293813464, 2.363861812299952
4890;DOMREMY (15) MAT;15 RUE DE DOMREMY;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.373003852006348, 48.83027038814626], ""type"": ""Point""}";48.83027038814626, 2.373003852006348
4890;CLOYS (41) MAT;33 RUE DES CLOYS;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.3382587769550267, 48.892933147554274], ""type"": ""Point""}";48.892933147554274, 2.3382587769550267
4890;OUEST (13) MAT;13 RUE DE L'OUEST;14ème Ardt;75114;2022-2023;MAT;;;;;"{""coordinates"": [2.3219948070797694, 48.83719803947304], ""type"": ""Point""}";48.83719803947304, 2.3219948070797694
4892;ST BENOIT (12) POLY;12 RUE SAINT BENOIT;6ème Ardt;75106;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.333048442235988, 48.855099621956185], ""type"": ""Point""}";48.855099621956185, 2.333048442235988
4892;CHARLES BAUDELAIRE (8) ELEM;8 RUE CHARLES BAUDELAIRE;12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.3764664925550947, 48.84883039534485], ""type"": ""Point""}";48.84883039534485, 2.3764664925550947
4890;REUILLY (59) MAT;59 RUE DE REUILLY;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.3886864786274575, 48.84567811393347], ""type"": ""Point""}";48.84567811393347, 2.3886864786274575
4892;AUGUSTE PERRET (9) ELEM;9 RUE AUGUSTE PERRET;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.359792237813677, 48.82483604940251], ""type"": ""Point""}";48.82483604940251, 2.359792237813677
4892;HAMELIN (21) ELEM;21 RUE DE L'AMIRAL HAMELIN;16ème Ardt;75116;2022-2023;ELE;;;;;"{""coordinates"": [2.2919498274573917, 48.867422136722084], ""type"": ""Point""}";48.867422136722084, 2.2919498274573917
4892;AUBERVILLIERS (132) ELEM;132 RUE D'AUBERVILLIERS;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.3693696822056296, 48.89194768694661], ""type"": ""Point""}";48.89194768694661, 2.3693696822056296
4892;MACDONALD (141) POLY;141 BOULEVARD MACDONALD;19ème Ardt;75119;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3797415138896936, 48.89862625694644], ""type"": ""Point""}";48.89862625694644, 2.3797415138896936
4892;JULIEN LACROIX (16) ELEM;16 RUE JULIEN LACROIX;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.3856093541592727, 48.86946324999071], ""type"": ""Point""}";48.86946324999071, 2.3856093541592727
4890;AUBERVILLIERS (132) MAT;132 RUE D'AUBERVILLIERS;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.3693696822056296, 48.89194768694661], ""type"": ""Point""}";48.89194768694661, 2.3693696822056296
4890;BALEINE (5) MAT;5 IMPASSE DE LA BALEINE;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.3777540791270133, 48.867205520438795], ""type"": ""Point""}";48.867205520438795, 2.3777540791270133
4890;LACORDAIRE (5) MAT;5 RUE LACORDAIRE;15ème Ardt;75115;2022-2023;MAT;;;;;"{""coordinates"": [2.284436119000751, 48.844068637365275], ""type"": ""Point""}";48.844068637365275, 2.284436119000751
4890;JEAN-BAPTISTE CLEMENT (4) MAT;4 PLACE JEAN BAPTISTE CLEMENT;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.33905967335306, 48.88651853117661], ""type"": ""Point""}";48.88651853117661, 2.33905967335306
4890;POINTE D'IVRY (17-35) MAT;17 RUE DE LA POINTE D'IVRY;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.3642791869269337, 48.82251676056329], ""type"": ""Point""}";48.82251676056329, 2.3642791869269337
4890;ALESIA (3B) MAT;3 bis RUE D'ALESIA;14ème Ardt;75114;2022-2023;MAT;;;;;"{""coordinates"": [2.3398834157096258, 48.82662418822363], ""type"": ""Point""}";48.82662418822363, 2.3398834157096258
4890;FAIDHERBE (18) MAT;18 RUE FAIDHERBE;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.3839600736935282, 48.85159555285474], ""type"": ""Point""}";48.85159555285474, 2.3839600736935282
4892;KUSS (8) POLY;8 RUE KUSS;13ème Ardt;75113;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.351305571901135, 48.8222309853145], ""type"": ""Point""}";48.8222309853145, 2.351305571901135
4892;ST ISAURE (18) ELEM;18 RUE SAINTE ISAURE;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.3444301537371888, 48.89416202254935], ""type"": ""Point""}";48.89416202254935, 2.3444301537371888
4892;ROBERT ESTIENNE (8) POLY;8 RUE ROBERT ESTIENNE;8ème Ardt;75108;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3051147792050424, 48.86861806590406], ""type"": ""Point""}";48.86861806590406, 2.3051147792050424
