Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
4892;GRANDS MOULINS (47) POLY;47 RUE DES GRANDS MOULINS;13ème Ardt;75113;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.377695614470156, 48.82792649539958], ""type"": ""Point""}";48.82792649539958, 2.377695614470156
4892;MONT CENIS (26) ELEM;26 RUE DU MONT CENIS;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.342154627313641, 48.88854677723922], ""type"": ""Point""}";48.88854677723922, 2.342154627313641
4892;TOURNELLES (21) POLY;21 RUE DES TOURNELLES;4ème Ardt;75104;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3673903615961445, 48.85432879792764], ""type"": ""Point""}";48.85432879792764, 2.3673903615961445
4892;CLAUDE VELLEFAUX (33) ELEM;33 AVENUE CLAUDE VELLEFAUX;10ème Ardt;75110;2022-2023;ELE;;;;;"{""coordinates"": [2.370133568074786, 48.87686235763899], ""type"": ""Point""}";48.87686235763899, 2.370133568074786
4892;TANDOU (16) POLY;16 RUE TANDOU;19ème Ardt;75119;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3799596807432652, 48.886153622529065], ""type"": ""Point""}";48.886153622529065, 2.3799596807432652
COLLEGES (année scolaire 2022/2023);ANNE FRANK;38 RUE TROUSSEAU;11ème Ardt;75111;2022-2023;Collège;;;;;"{""coordinates"": [2.379036766249539, 48.85192514675005], ""type"": ""Point""}";48.85192514675005, 2.379036766249539
4890;CHOISY (4 B) MAT;4 bis AVENUE DE CHOISY;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.3648627277329224, 48.82064046139026], ""type"": ""Point""}";48.82064046139026, 2.3648627277329224
4892;BLANCHE (9) ELEM;9 RUE BLANCHE;9ème Ardt;75109;2022-2023;ELE;;;;;"{""coordinates"": [2.3317864542700892, 48.877968149024085], ""type"": ""Point""}";48.877968149024085, 2.3317864542700892
4892;DAMESME (5) ELEM;5 RUE DAMESME;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.355436266356012, 48.825097701173775], ""type"": ""Point""}";48.825097701173775, 2.355436266356012
4892;LOUISE BOURGEOIS(19) POLY;19 RUE LOUISE BOURGEOIS;13ème Ardt;75113;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3792231081235613, 48.82607471323481], ""type"": ""Point""}";48.82607471323481, 2.3792231081235613
4892;BESSIERES (92) ELEM;92 BOULEVARD BESSIERES;17ème Ardt;75117;2022-2023;ELE;;;;;"{""coordinates"": [2.318990564141351, 48.8966040384689], ""type"": ""Point""}";48.8966040384689, 2.318990564141351
4890;ARCHEREAU (58) MAT;58 RUE ARCHEREAU;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.3758189433980657, 48.892616094135704], ""type"": ""Point""}";48.892616094135704, 2.3758189433980657
4892;PYRENEES (40) ELEM;40 RUE DES PYRENEES;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.406501323731271, 48.85090897148368], ""type"": ""Point""}";48.85090897148368, 2.406501323731271
4892;KELLER (4) ELEM;4 RUE KELLER;11ème Ardt;75111;2022-2023;ELE;;;;;"{""coordinates"": [2.376856491618321, 48.85362018914469], ""type"": ""Point""}";48.85362018914469, 2.376856491618321
4892;ARBRE SEC (15) ELEM;15 RUE DE L'ARBRE SEC;1er Ardt;75101;2022-2023;ELE;;;;;"{""coordinates"": [2.341922027050532, 48.85965121371535], ""type"": ""Point""}";48.85965121371535, 2.341922027050532
4892;DAUMESNIL (253 T) ELEM;253 ter AVENUE DAUMESNIL;12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.4031182944378773, 48.83704465692328], ""type"": ""Point""}";48.83704465692328, 2.4031182944378773
4892;LAMORICIERE (10) ELEM A;10 AVENUE LAMORICIERE;12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.4123379233341313, 48.8448676922089], ""type"": ""Point""}";48.8448676922089, 2.4123379233341313
4890;ARCHEREAU (26) MAT;26 RUE ARCHEREAU;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.3734492916377015, 48.8902454147388], ""type"": ""Point""}";48.8902454147388, 2.3734492916377015
4890;THIONVILLE (6) MAT;6 PASSAGE DE THIONVILLE;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.382209343714642, 48.888026293576104], ""type"": ""Point""}";48.888026293576104, 2.382209343714642
4890;SARRETTE (34) MAT;34 RUE SARRETTE;14ème Ardt;75114;2022-2023;MAT;;;;;"{""coordinates"": [2.3283994663011387, 48.8260079589964], ""type"": ""Point""}";48.8260079589964, 2.3283994663011387
4890;LACHAMBEAUDIE (2) MAT;2 PLACE LACHAMBEAUDIE;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.3863978230518272, 48.835561932249675], ""type"": ""Point""}";48.835561932249675, 2.3863978230518272
4890;ANTOINE CHANTIN (15) MAT;15 RUE ANTOINE CHANTIN;14ème Ardt;75114;2022-2023;MAT;;;;;"{""coordinates"": [2.321911153160345, 48.827116023249914], ""type"": ""Point""}";48.827116023249914, 2.321911153160345
4892;EUGENIE COTTON (16) ELEM B;16 RUE EUGENIE COTTON (ECOLE A;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.3945249391432957, 48.87874197496205], ""type"": ""Point""}";48.87874197496205, 2.3945249391432957
4892;ALEXANDRE DUMAS (39) ELEM;39 RUE ALEXANDRE DUMAS;11ème Ardt;75111;2022-2023;ELE;;;;;"{""coordinates"": [2.393254262343635, 48.8537486681614], ""type"": ""Point""}";48.8537486681614, 2.393254262343635
4892;GODEFROY CAVAIGNAC (35) ELEM;35 RUE GODEFROY CAVAIGNAC;11ème Ardt;75111;2022-2023;ELE;;;;;"{""coordinates"": [2.3804942839878795, 48.85608077094007], ""type"": ""Point""}";48.85608077094007, 2.3804942839878795
4892;FAUCONNIER (4) POLY;4 RUE DU FAUCONNIER;4ème Ardt;75104;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.359654071343642, 48.85364219238481], ""type"": ""Point""}";48.85364219238481, 2.359654071343642
4890;CARPEAUX (5-7) MAT;5 RUE CARPEAUX;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.3298061120526445, 48.89035961315118], ""type"": ""Point""}";48.89035961315118, 2.3298061120526445
4892;TELEGRAPHE (29) ELEM;29 RUE DU TELEGRAPHE;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.399105785179328, 48.873410665618245], ""type"": ""Point""}";48.873410665618245, 2.399105785179328
4890;EIDERS (5) MAT;5 ALLEE DES EIDERS;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.379171396905241, 48.89429590404228], ""type"": ""Point""}";48.89429590404228, 2.379171396905241
4890;SOUZY (4-12) MAT;4 CITE SOUZY;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.3886934164024707, 48.85174106681559], ""type"": ""Point""}";48.85174106681559, 2.3886934164024707
4890;BRILLAT SAVARIN (87) MAT;87 RUE BRILLAT SAVARIN;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.342842021454952, 48.824409075967125], ""type"": ""Point""}";48.824409075967125, 2.342842021454952
4892;PIERRE FONCIN (8) ELEM A;8 RUE PIERRE FONCIN;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.409709173567288, 48.87135911993382], ""type"": ""Point""}";48.87135911993382, 2.409709173567288
4892;BAUCHES (15) ELEM;15 RUE DES BAUCHES;16ème Ardt;75116;2022-2023;ELE;;;;;"{""coordinates"": [2.273564906582162, 48.85598013689167], ""type"": ""Point""}";48.85598013689167, 2.273564906582162
COLLEGES (année scolaire 2022/2023);PAUL BERT;8 RUE HUYGHENS;14ème Ardt;75114;2022-2023;Collège;;;;;"{""coordinates"": [2.328851213098646, 48.84104135758076], ""type"": ""Point""}";48.84104135758076, 2.328851213098646
4890;VAUGIRARD (149) MAT;149 RUE DE VAUGIRARD;15ème Ardt;75115;2022-2023;MAT;;;;;"{""coordinates"": [2.316087899183691, 48.843913514632035], ""type"": ""Point""}";48.843913514632035, 2.316087899183691
4892;ARMAND CARREL (43) ELEM;43 RUE ARMAND CARREL;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.3766751079846076, 48.88265802269051], ""type"": ""Point""}";48.88265802269051, 2.3766751079846076
4892;COLETTE MAGNY (17) ELEM;17 RUE COLETTE MAGNY;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.374620279812698, 48.89490828414763], ""type"": ""Point""}";48.89490828414763, 2.374620279812698
4892;LAFAYETTE (216 B) ELEM;216 bis RUE LAFAYETTE;10ème Ardt;75110;2022-2023;ELE;;;;;"{""coordinates"": [2.3672825842629583, 48.88190322214652], ""type"": ""Point""}";48.88190322214652, 2.3672825842629583
4892;JENNER (40) ELEM A;40 RUE JENNER;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.361854828058952, 48.83560332890016], ""type"": ""Point""}";48.83560332890016, 2.361854828058952
4892;MARSOULAN (19) ELEM;19 RUE MARSOULAN;12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.4031566848379704, 48.84639431441528], ""type"": ""Point""}";48.84639431441528, 2.4031566848379704
COLLEGES (année scolaire 2022/2023);CHARLES PEGUY;69 AVENUE SIMON BOLIVAR;19ème Ardt;75119;2022-2023;Collège;;;;;"{""coordinates"": [2.3765366364279124, 48.87628979019915], ""type"": ""Point""}";48.87628979019915, 2.3765366364279124
COLLEGES (année scolaire 2022/2023);BEAUMARCHAIS;124 RUE AMELOT;11ème Ardt;75111;2022-2023;Collège;;;;;"{""coordinates"": [2.3669059641720596, 48.864231545646064], ""type"": ""Point""}";48.864231545646064, 2.3669059641720596
4890;ANDRE DEL SARTE (11) MAT;11 RUE ANDRE DEL SARTE;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.3463763599753693, 48.885717261088175], ""type"": ""Point""}";48.885717261088175, 2.3463763599753693
4890;PERCHAMPS (38) MAT;38 RUE DES PERCHAMPS;16ème Ardt;75116;2022-2023;MAT;;;;;"{""coordinates"": [2.268141584346579, 48.84923602500943], ""type"": ""Point""}";48.84923602500943, 2.268141584346579
4892;PIERRE GIRARD (9) ELEM;9 RUE PIERRE GIRARD;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.3796037681272924, 48.88590938841017], ""type"": ""Point""}";48.88590938841017, 2.3796037681272924
4892;FRERES VOISIN (3) POLY;3 BOULEVARD DES FRERES VOISIN;15ème Ardt;75115;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.268341258697311, 48.827963593963766], ""type"": ""Point""}";48.827963593963766, 2.268341258697311
COLLEGES (année scolaire 2022/2023);RAYMOND QUENEAU;66 BOULEVARD SAINT-MARCEL;5ème Ardt;75105;2022-2023;Collège;;;;;"{""coordinates"": [2.3546739157184287, 48.83789635698398], ""type"": ""Point""}";48.83789635698398, 2.3546739157184287
4890;RODIER (30) MAT;30 RUE RODIER;9ème Ardt;75109;2022-2023;MAT;;;;;"{""coordinates"": [2.343003990474678, 48.87870345656933], ""type"": ""Point""}";48.87870345656933, 2.343003990474678
4890;COLETTE MAGNY(21) MAT;21 RUE COLETTE MAGNY;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.374620279812698, 48.89490828414763], ""type"": ""Point""}";48.89490828414763, 2.374620279812698
4892;PAJOL (11) POLY;11 RUE PAJOL;18ème Ardt;75118;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3606096722049075, 48.88557045298243], ""type"": ""Point""}";48.88557045298243, 2.3606096722049075
4890;LONGCHAMP (130) MAT;130 RUE DE LONGCHAMP;16ème Ardt;75116;2022-2023;MAT;;;;;"{""coordinates"": [2.2782542113508386, 48.86727564812386], ""type"": ""Point""}";48.86727564812386, 2.2782542113508386
4890;TROIS BORNES (39) MAT;39 RUE DES TROIS BORNES;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.3746009950485596, 48.86734855731877], ""type"": ""Point""}";48.86734855731877, 2.3746009950485596
4892;MAURICE GENEVOIX (3) POLY;3 RUE MAURICE GENEVOIX;18ème Ardt;75118;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3604653249850376, 48.8944552684476], ""type"": ""Point""}";48.8944552684476, 2.3604653249850376
4892;CORBON (3) ELEM;3 RUE CORBON;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.3032996648591224, 48.836539511701346], ""type"": ""Point""}";48.836539511701346, 2.3032996648591224
4892;PARMENTIER (11B) ELEM;11 bis AVENUE PARMENTIER;11ème Ardt;75111;2022-2023;ELE;;;;;"{""coordinates"": [2.3788002257014074, 48.859756038515556], ""type"": ""Point""}";48.859756038515556, 2.3788002257014074
COLLEGES (année scolaire 2022/2023);FRANCOIS COUPERIN;2 ALLEE DES JUSTES DE FRANCE;4ème Ardt;75104;2022-2023;Collège;;;;;"{""coordinates"": [2.356278388990961, 48.85505968002608], ""type"": ""Point""}";48.85505968002608, 2.356278388990961
COLLEGES (année scolaire 2022/2023);ROGNONI;24 RUE DU CARDINAL LEMOINE;5ème Ardt;75105;2022-2023;Collège;;;;;"{""coordinates"": [2.3532818415788683, 48.84827305751572], ""type"": ""Point""}";48.84827305751572, 2.3532818415788683
4892;DECAMPS (4) POLY;4 RUE DECAMPS;16ème Ardt;75116;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.2825335586619566, 48.865251799611215], ""type"": ""Point""}";48.865251799611215, 2.2825335586619566
4892;SERVAN (29) ELEM B;29 RUE SERVAN;11ème Ardt;75111;2022-2023;ELE;;;;;"{""coordinates"": [2.382979549055326, 48.86075053788084], ""type"": ""Point""}";48.86075053788084, 2.382979549055326
4892;MOURAUD (5) ELEM;5 RUE MOURAUD;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.407718615101166, 48.85477058113677], ""type"": ""Point""}";48.85477058113677, 2.407718615101166
4890;LE VAU (8) MAT;8 RUE LE VAU;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.411400845020113, 48.86636875700862], ""type"": ""Point""}";48.86636875700862, 2.411400845020113
4890;CUJAS (23) MAT;23 RUE CUJAS;5ème Ardt;75105;2022-2023;MAT;;;;;"{""coordinates"": [2.3419015855074456, 48.84805003170546], ""type"": ""Point""}";48.84805003170546, 2.3419015855074456
4890;PIERRE BULLET (4) MAT;4 RUE PIERRE BULLET;10ème Ardt;75110;2022-2023;MAT;;;;;"{""coordinates"": [2.3580988526489848, 48.87156857990447], ""type"": ""Point""}";48.87156857990447, 2.3580988526489848
4890;CAMBRAI (5) MAT;5 bis RUE DE CAMBRAI;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.3777865615423885, 48.89455724765255], ""type"": ""Point""}";48.89455724765255, 2.3777865615423885
4890;MAURICE ROUVIER (2) MAT;2 RUE MAURICE ROUVIER;14ème Ardt;75114;2022-2023;MAT;;;;;"{""coordinates"": [2.310572150253057, 48.83060046384505], ""type"": ""Point""}";48.83060046384505, 2.310572150253057
4892;ALQUIER DEBROUSSE (12) POLY;12 ALLEE ALQUIER DEBROUSSE;20ème Ardt;75120;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.4083763117233428, 48.86126569638179], ""type"": ""Point""}";48.86126569638179, 2.4083763117233428
4892;SIBELLE (13) POLY;13 AVENUE DE LA SIBELLE;14ème Ardt;75114;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.338465797187959, 48.825976518289444], ""type"": ""Point""}";48.825976518289444, 2.338465797187959
4892;BAUDRICOURT (53) ELEM A;53 RUE BAUDRICOURT;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.3632610167782233, 48.825936484563044], ""type"": ""Point""}";48.825936484563044, 2.3632610167782233
4892;FERDINAND FLOCON (5) ELEM;5 RUE FERDINAND FLOCON;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.3458796699567097, 48.891647996030606], ""type"": ""Point""}";48.891647996030606, 2.3458796699567097
4892;CHARENTON (315) ELEM;315 RUE DE CHARENTON;12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.3951603278960523, 48.833631434636594], ""type"": ""Point""}";48.833631434636594, 2.3951603278960523
COLLEGES (année scolaire 2022/2023);VOLTAIRE;101 AVENUE DE LA REPUBLIQUE;11ème Ardt;75111;2022-2023;Collège;;;;;"{""coordinates"": [2.3845254514835212, 48.86352557226195], ""type"": ""Point""}";48.86352557226195, 2.3845254514835212
COLLEGES (année scolaire 2022/2023);CARNOT;145 BOULEVARD MALESHERBES;17ème Ardt;75117;2022-2023;Collège;;;;;"{""coordinates"": [2.3078439600154557, 48.88447741020547], ""type"": ""Point""}";48.88447741020547, 2.3078439600154557
4890;DUSSOUBS (12) MAT;12 RUE DUSSOUBS;2ème Ardt;75102;2022-2023;MAT;;;;;"{""coordinates"": [2.348684839726449, 48.86514430460781], ""type"": ""Point""}";48.86514430460781, 2.348684839726449
4890;EMILE ZOLA (35) MAT;35 AVENUE EMILE ZOLA;15ème Ardt;75115;2022-2023;MAT;;;;;"{""coordinates"": [2.282425091676537, 48.846558392786704], ""type"": ""Point""}";48.846558392786704, 2.282425091676537
4890;BALARD (95) MAT;95 RUE BALARD;15ème Ardt;75115;2022-2023;MAT;;;;;"{""coordinates"": [2.2786549536473184, 48.837787585221214], ""type"": ""Point""}";48.837787585221214, 2.2786549536473184
COLLEGES (année scolaire 2022/2023);ELSA TRIOLET;9 RUE YEO THOMAS;13ème Ardt;75113;2022-2023;Collège;;;;;"{""coordinates"": [2.3625004439080515, 48.83141317840951], ""type"": ""Point""}";48.83141317840951, 2.3625004439080515
4892;EUGENE VARLIN (10) ELEM;10 RUE EUGENE VARLIN;10ème Ardt;75110;2022-2023;ELE;;;;;"{""coordinates"": [2.3647740287957335, 48.87833744574122], ""type"": ""Point""}";48.87833744574122, 2.3647740287957335
COLLEGES (année scolaire 2022/2023);LOUISE MICHEL;11 RUE JEAN POULMARCH;10ème Ardt;75110;2022-2023;Collège;;;;;"{""coordinates"": [2.3636082456277463, 48.872309051411165], ""type"": ""Point""}";48.872309051411165, 2.3636082456277463
COLLEGES (année scolaire 2022/2023);JEAN-BAPTISTE SAY;11 bis RUE D' AUTEUIL;16ème Ardt;75116;2022-2023;Collège;;;;;"{""coordinates"": [2.267323661986637, 48.847305414456955], ""type"": ""Point""}";48.847305414456955, 2.267323661986637
4890;ARMAND ROUSSEAU (13) MAT;13 AVENUE ARMAND ROUSSEAU;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.4091531070899768, 48.83651227435612], ""type"": ""Point""}";48.83651227435612, 2.4091531070899768
4892;CHOISY (103) ELEM;103 AVENUE DE CHOISY;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.360656188518404, 48.82500093127865], ""type"": ""Point""}";48.82500093127865, 2.360656188518404
4892;JOSEPH DE MAISTRE (29) ELEM;29 RUE JOSEPH DE MAISTRE;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.3307267239389824, 48.89154833265846], ""type"": ""Point""}";48.89154833265846, 2.3307267239389824
4892;ST DIDIER (15B) POLY;15 bis RUE SAINT DIDIER;16ème Ardt;75116;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.287603099939645, 48.86614055402534], ""type"": ""Point""}";48.86614055402534, 2.287603099939645
4892;MARSEILLE (17) ELEM;17 RUE DE MARSEILLE;10ème Ardt;75110;2022-2023;ELE;;;;;"{""coordinates"": [2.363824662201402, 48.87175161155988], ""type"": ""Point""}";48.87175161155988, 2.363824662201402
4892;MAURICE D'OCAGNE (7) ELEM;7 AVENUE MAURICE D'OCAGNE;14ème Ardt;75114;2022-2023;ELE;;;;;"{""coordinates"": [2.3121556478273724, 48.82469959361119], ""type"": ""Point""}";48.82469959361119, 2.3121556478273724
COLLEGES (année scolaire 2022/2023);VALMY;199 QUAI DE VALMY;10ème Ardt;75110;2022-2023;Collège;;;;;"{""coordinates"": [2.368318407704825, 48.881623867084365], ""type"": ""Point""}";48.881623867084365, 2.368318407704825
4890;RUISSEAU (6) MAT;6 RUE DU RUISSEAU;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.3398615476756537, 48.891715709081886], ""type"": ""Point""}";48.891715709081886, 2.3398615476756537
4892;PAUL BAUDRY (10) POLY;10 RUE PAUL BAUDRY;8ème Ardt;75108;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.30740416964641, 48.87234525840762], ""type"": ""Point""}";48.87234525840762, 2.30740416964641
4892;NEUVE ST PIERRE (15) ELEM;15 RUE NEUVE SAINT PIERRE;4ème Ardt;75104;2022-2023;ELE;;;;;"{""coordinates"": [2.363136633035867, 48.853791125770925], ""type"": ""Point""}";48.853791125770925, 2.363136633035867
4892;FOYATIER (1) ELEM;1 RUE FOYATIER;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.3423908901878874, 48.884669209199586], ""type"": ""Point""}";48.884669209199586, 2.3423908901878874
4892;CHAPTAL (12) ELEM;12 RUE CHAPTAL;9ème Ardt;75109;2022-2023;ELE;;;;;"{""coordinates"": [2.3336321508838727, 48.88082464785626], ""type"": ""Point""}";48.88082464785626, 2.3336321508838727
4890;SARRETTE (55) MAT;55 RUE SARRETTE;14ème Ardt;75114;2022-2023;MAT;;;;;"{""coordinates"": [2.3269351516433563, 48.82508625196558], ""type"": ""Point""}";48.82508625196558, 2.3269351516433563
4892;ETIENNE DOLET (31) ELEM;31 RUE ETIENNE DOLET;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.3853632373377347, 48.86814996343167], ""type"": ""Point""}";48.86814996343167, 2.3853632373377347
4892;MACDONALD (118) POLY;118 BOULEVARD MACDONALD;19ème Ardt;75119;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3813455643169386, 48.899088333111806], ""type"": ""Point""}";48.899088333111806, 2.3813455643169386
4892;JOMARD (9) ELEM;9 RUE JOMARD;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.37958145628075, 48.88971237770382], ""type"": ""Point""}";48.88971237770382, 2.37958145628075
4892;OURCQ (105B) ELEM B;105 bis RUE DE L'OURCQ (ECOLE B);19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.3750753793415953, 48.893558392617535], ""type"": ""Point""}";48.893558392617535, 2.3750753793415953
COLLEGES (année scolaire 2022/2023);PIERRE MENDES FRANCE;24 RUE LE VAU;20ème Ardt;75120;2022-2023;Collège;;;;;"{""coordinates"": [2.411159984926502, 48.86805832906415], ""type"": ""Point""}";48.86805832906415, 2.411159984926502
4890;GERBERT (6) MAT;6 RUE GERBERT;15ème Ardt;75115;2022-2023;MAT;;;;;"{""coordinates"": [2.2977704012276785, 48.83956346532158], ""type"": ""Point""}";48.83956346532158, 2.2977704012276785
4890;PAUL GERVAIS (2) MAT;2 RUE PAUL GERVAIS;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.347516646194573, 48.83154352397799], ""type"": ""Point""}";48.83154352397799, 2.347516646194573
4890;LEPAGE (11) MAT;11 CITE LEPAGE;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.3713557889557557, 48.880426825311666], ""type"": ""Point""}";48.880426825311666, 2.3713557889557557
4892;VOLTAIRE (8) ELEM;8 CITE VOLTAIRE;11ème Ardt;75111;2022-2023;ELE;;;;;"{""coordinates"": [2.3904995764405164, 48.852651927441485], ""type"": ""Point""}";48.852651927441485, 2.3904995764405164
4892;FELIX FAURE (146) ELEM;146 AVENUE FELIX FAURE;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.279313380280919, 48.83735652788694], ""type"": ""Point""}";48.83735652788694, 2.279313380280919
COLLEGES (année scolaire 2022/2023);GEORGES DUHAMEL;13 RUE DES VOLONTAIRES;15ème Ardt;75115;2022-2023;Collège;;;;;"{""coordinates"": [2.30723382524095, 48.84264715695299], ""type"": ""Point""}";48.84264715695299, 2.30723382524095
4890;JOSEPH DE MAISTRE (94) MAT;94 RUE JOSEPH DE MAISTRE;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.330324707554502, 48.89328502795117], ""type"": ""Point""}";48.89328502795117, 2.330324707554502
4892;BOULARD (46) ELEM;46 RUE BOULARD;14ème Ardt;75114;2022-2023;ELE;;;;;"{""coordinates"": [2.327836191601366, 48.832662575018674], ""type"": ""Point""}";48.832662575018674, 2.327836191601366
COLLEGES (année scolaire 2022/2023);JULES VERNE;20 RUE DE LA BRECHE AUX LOUPS;12ème Ardt;75112;2022-2023;Collège;;;;;"{""coordinates"": [2.3941783022137617, 48.8375505143775], ""type"": ""Point""}";48.8375505143775, 2.3941783022137617
4892;BRETONNEAU (9) ELEM;9 RUE BRETONNEAU;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.4031960101954963, 48.86772369046553], ""type"": ""Point""}";48.86772369046553, 2.4031960101954963
4892;SIMON BOLIVAR (67) ELEM;67 AVENUE SIMON BOLIVAR;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.3772752541889886, 48.876359484795394], ""type"": ""Point""}";48.876359484795394, 2.3772752541889886
4892;ALESIA (12) ELEM;12 RUE D'ALESIA;14ème Ardt;75114;2022-2023;ELE;;;;;"{""coordinates"": [2.3339874505395874, 48.8277006434855], ""type"": ""Point""}";48.8277006434855, 2.3339874505395874
4890;PARC DES PRINCES (27) MAT;27 AVENUE DU PARC DES PRINCES;16ème Ardt;75116;2022-2023;MAT;;;;;"{""coordinates"": [2.2547566227893863, 48.840123668054495], ""type"": ""Point""}";48.840123668054495, 2.2547566227893863
COLLEGES (année scolaire 2022/2023);MARX DORMOY;55 RUE MARX DORMOY;18ème Ardt;75118;2022-2023;Collège;;;;;"{""coordinates"": [2.359697412102091, 48.888496875091114], ""type"": ""Point""}";48.888496875091114, 2.359697412102091
COLLEGES (année scolaire 2022/2023);GERARD PHILIPE;8 RUE DES AMIRAUX;18ème Ardt;75118;2022-2023;Collège;;;;;"{""coordinates"": [2.351945405253571, 48.89445882794094], ""type"": ""Point""}";48.89445882794094, 2.351945405253571
COLLEGES (année scolaire 2022/2023);LA GRANGE AUX BELLES;158 QUAI DE JEMMAPES;10ème Ardt;75110;2022-2023;Collège;;;;;"{""coordinates"": [2.366634856571281, 48.87798501995133], ""type"": ""Point""}";48.87798501995133, 2.366634856571281
4890;VOLONTAIRES (17) MAT;17 RUE DES VOLONTAIRES;15ème Ardt;75115;2022-2023;MAT;;;;;"{""coordinates"": [2.307453230084538, 48.84233015577324], ""type"": ""Point""}";48.84233015577324, 2.307453230084538
4892;LE VAU (10) POLY;10 RUE LE VAU;20ème Ardt;75120;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.4113117143747926, 48.86659751849793], ""type"": ""Point""}";48.86659751849793, 2.4113117143747926
4892;EPINETTES (42) ELEM;42 RUE DES EPINETTES;17ème Ardt;75117;2022-2023;ELE;;;;;"{""coordinates"": [2.323889402242462, 48.89681677443847], ""type"": ""Point""}";48.89681677443847, 2.323889402242462
COLLEGES (année scolaire 2022/2023);ALBERTO GIACOMETTI;7 RUE DU CANGE;14ème Ardt;75114;2022-2023;Collège;;;;;"{""coordinates"": [2.31497156179252, 48.83426455206892], ""type"": ""Point""}";48.83426455206892, 2.31497156179252
